,amount,duration,payments,status,avg_balance_3M_befroe_loan,avg_balance_1M_befroe_loan,trans_freq,min_balance_befroe_loan,avg_amount_trans_before_loan,avg_balance_before_loan,times_balance_below_500,times_balance_below_5K,frequency,order_amount_LEASING,order_amount_No_symbol,order_amount_POJISTNE,order_amount_SIPO,order_amount_UVER,type,age,sex,A1,A4,A5,A6,A7,A8,A9,A10,A11,A13,A14,A16,amount_POJISTNE,amount_SANKC. UROK,amount_SIPO,amount_SLUZBY,amount_UROK,amount_UVER,amount_k_symbol_missing,balance_POJISTNE,balance_SANKC. UROK,balance_SIPO,balance_SLUZBY,balance_UROK,balance_UVER,balance_k_symbol_missing,years_of_loan,years_of_account,years_card_issued,age_bin
326,115812,36,3217.0,0,59087.665384615386,60576.61,124,1100.0,13280.084677419354,56646.51612903226,0.0,0.0,30,0.0,0.0,0.0,0.0,3216.7,0.0,46,1,16,93931,74,21,10,1,8,56.9,8427,1.54,107,1913,0.0,0.0,0.0,6.894444444444444,108.75833333333334,0.0,0.0,0.0,0.0,0.0,24266.472222222223,26621.930555555555,0.0,0.0,3,4,0,45
327,129408,24,5392.0,0,26735.53333333333,28380.221428571425,107,1000.0,4550.302803738318,30869.781308411217,0.0,0.0,30,0.0,92.5,330.0,4780.0,5392.0,0.0,37,0,67,106054,38,25,6,2,6,63.1,8110,6.55,109,3079,53.225806451612904,0.0,770.9677419354839,2.1193548387096777,23.451612903225808,0.0,29.838709677419356,5956.564516129032,0.0,4783.0161290322585,3145.329032258064,5280.4403225806445,0.0,12086.354838709678,3,4,0,35
328,93960,60,1566.0,0,55894.25517241379,57556.24,89,800.0,8051.737078651685,54520.20224719101,0.0,0.0,30,0.0,3525.0,0.0,5528.0,1566.0,0.0,37,1,45,77917,85,19,6,1,5,53.5,8390,2.89,132,2122,0.0,0.0,1157.0232558139535,3.395348837209302,74.16511627906976,0.0,819.7674418604652,0.0,0.0,9219.541860465117,13738.158139534884,18050.306976744185,0.0,14110.860465116279,2,4,0,35
329,260640,36,7240.0,1,26073.915217391306,23597.304347826088,78,-718.6,6935.733333333333,31518.182051282052,4.0,6.0,30,0.0,4084.0,331.0,4325.0,7240.0,0.0,50,0,22,58400,65,16,4,1,6,52.4,8620,1.25,100,1117,43.17391304347826,0.09999999999999999,564.1304347826087,2.221739130434783,47.29130434782609,0.0,926.3695652173913,3646.4434782608696,-15.621739130434783,2966.682608695652,4007.1195652173915,12848.347826086956,0.0,5015.741304347826,2,4,0,45
330,232560,48,4845.0,0,41315.52786885246,37975.90967741935,176,200.0,7217.385795454545,40175.612499999996,0.0,0.0,1,0.0,890.5,281.0,2692.0,4845.0,0.0,60,0,14,177686,69,27,10,1,9,74.8,10045,1.71,135,6295,43.45360824742268,0.0,444.0412371134021,16.49484536082474,36.77216494845361,0.0,275.41237113402065,4510.379381443299,0.0,6299.925773195877,7479.99793814433,9413.382474226804,0.0,10094.779381443299,2,4,0,50
331,221880,60,3698.0,0,42193.12777777778,41225.48888888889,71,1000.0,6430.80985915493,44440.912676056345,0.0,0.0,30,0.0,1437.0,345.0,323.0,3697.8,0.0,56,0,9,81344,61,23,4,2,6,55.3,8899,3.97,149,2487,54.473684210526315,0.0,51.0,1.9210526315789473,39.328947368421055,0.0,453.7894736842105,7808.457894736843,0.0,7530.721052631579,4574.226315789474,8964.38947368421,0.0,15947.678947368422,2,3,0,50
332,38520,12,3210.0,0,19712.196551724137,19955.36923076923,114,900.0,2373.266666666667,20231.31315789474,0.0,0.0,30,0.0,0.0,0.0,3115.0,3210.0,0.0,60,1,42,95907,87,25,5,2,7,59.1,8388,2.94,87,1668,0.0,0.0,996.8,4.38,31.308000000000003,0.0,0.0,0.0,0.0,6476.116,6291.556,8023.41,0.0,0.0,2,4,0,50
333,68340,60,1139.0,0,41567.78928571429,39802.14166666667,114,500.0,9042.847368421053,41735.4201754386,0.0,0.0,30,0.0,0.0,0.0,9191.0,1139.0,0.0,46,1,4,149893,63,29,6,2,6,67.4,9753,5.05,109,5892,0.0,0.0,2813.5714285714284,4.469387755102041,65.7673469387755,0.0,0.0,0.0,0.0,9337.661224489797,12210.416326530612,15509.257142857143,0.0,0.0,2,4,0,45
334,23184,12,1932.0,0,42788.68461538462,45074.90000000001,58,200.0,2701.5034482758624,36729.80172413793,0.0,0.0,30,0.0,0.0,0.0,0.0,1932.0,0.0,20,0,57,161954,21,37,20,3,8,48.0,8720,4.5,116,3651,0.0,0.0,0.0,3.1739130434782608,97.48695652173912,0.0,0.0,0.0,0.0,0.0,9131.739130434782,28996.347826086956,0.0,0.0,2,3,0,20
335,390096,48,8127.0,0,54967.5,53014.833333333336,16,900.0,13992.375,44346.15625,0.0,0.0,30,0.0,0.0,0.0,9397.0,8127.0,0.0,21,1,46,112709,48,20,7,3,10,73.5,8369,2.31,117,2618,0.0,0.0,0.0,0.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,38629.375,0.0,0.0,2,3,1,20
336,186300,60,3105.0,0,79052.9775510204,58344.1,119,200.0,12880.9243697479,62765.86554621849,0.0,0.0,7,0.0,6294.0,0.0,1749.0,3104.7,1.0,52,1,63,86513,38,36,5,1,5,50.5,8288,4.52,110,1460,0.0,0.0,314.82,5.4,87.26,0.0,1132.92,0.0,0.0,8400.254,10518.274,25812.064,0.0,9343.994,2,3,1,50
337,67320,36,1870.0,0,29098.763333333332,28997.438461538462,111,200.0,3749.4684684684685,26491.78018018018,0.0,0.0,30,0.0,2364.0,516.0,5808.0,1870.3,0.0,27,1,5,95616,65,30,4,1,6,51.4,9307,4.43,118,3040,99.87096774193549,0.0,1124.1290322580646,2.5903225806451613,24.02258064516129,0.0,457.5483870967742,6363.212903225806,0.0,4563.793548387097,3778.0693548387094,5597.445161290322,0.0,5742.761290322581,2,4,0,25
338,117420,60,1957.0,0,42388.31333333334,33969.77647058824,43,500.0,6893.9395348837215,40841.795348837215,0.0,0.0,30,0.0,7260.0,0.0,793.0,1957.0,0.0,33,1,49,75685,31,28,5,1,9,60.8,8208,2.26,155,2123,0.0,0.0,113.28571428571429,3.1285714285714286,94.39999999999999,0.0,1037.142857142857,0.0,0.0,5347.685714285714,9422.385714285714,23037.707142857143,0.0,5460.971428571429,2,3,0,25
339,53076,12,4423.0,0,26726.72333333333,25965.24705882353,65,500.0,5937.387692307692,33129.403076923074,0.0,0.0,30,0.0,0.0,0.0,9235.0,4423.0,1.0,51,1,19,51428,50,11,3,1,4,52.7,8402,3.98,120,1099,0.0,0.0,2308.75,4.258333333333334,73.41666666666667,0.0,0.0,0.0,0.0,5393.616666666667,10751.770833333334,17462.229166666668,0.0,0.0,2,3,1,50
340,415800,60,6930.0,0,24332.666666666668,22012.260000000002,37,700.0,12449.364864864865,44265.27297297297,0.0,0.0,30,0.0,0.0,0.0,0.0,6930.0,0.0,50,0,1,1204953,0,0,0,1,1,100.0,12541,0.43,167,99107,0.0,0.0,0.0,5.615384615384615,109.57692307692308,0.0,0.0,0.0,0.0,0.0,10017.623076923077,24924.261538461535,0.0,0.0,2,3,0,45
341,247920,48,5165.0,1,25563.81428571429,27025.675,15,200.0,3079.3333333333335,23594.146666666667,0.0,0.0,30,0.0,0.0,0.0,0.0,5165.2,0.0,42,0,67,106054,38,25,6,2,6,63.1,8110,6.55,109,3079,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,26892.775,0.0,0.0,2,3,0,35
342,146064,24,6086.0,0,49578.54,49459.791666666664,22,200.0,11676.26818181818,44355.04090909091,0.0,0.0,30,0.0,58.0,414.0,10616.0,6086.2,0.0,46,0,74,323870,0,0,0,1,1,100.0,10673,5.44,100,18347,59.142857142857146,0.0,0.0,2.085714285714286,114.75714285714285,0.0,0.0,6431.5142857142855,0.0,0.0,6490.657142857142,29885.985714285714,0.0,0.0,2,3,0,45
343,116832,12,9736.0,0,18666.575,19477.872727272726,46,400.0,5315.328260869565,23391.68913043478,0.0,0.0,30,0.0,0.0,0.0,4746.0,9736.0,0.0,51,0,21,103347,87,16,7,1,7,67.0,9104,2.07,123,2354,0.0,0.0,1248.9473684210527,3.8421052631578947,51.689473684210526,0.0,0.0,0.0,0.0,6968.368421052632,5737.621052631579,12403.468421052632,0.0,0.0,2,3,0,50
344,317520,60,5292.0,0,55804.05128205128,56526.08,73,1100.0,6783.86301369863,56757.3095890411,0.0,0.0,30,0.0,3337.0,1065.0,1863.0,5292.0,0.0,31,0,6,77963,60,23,4,2,4,51.5,8546,4.02,126,3120,168.1578947368421,0.0,245.1315789473684,2.305263157894737,60.58947368421053,0.0,1032.6052631578948,8576.265789473684,0.0,6046.8263157894735,9699.160526315789,15748.084210526315,0.0,17541.052631578947,2,3,0,25
345,73260,60,1221.0,0,38470.515384615384,37873.22857142857,21,900.0,8085.104761904762,33927.08571428571,0.0,0.0,30,0.0,6875.0,0.0,1900.0,1221.0,0.0,59,0,70,285387,0,2,8,5,7,89.9,10177,7.75,81,10108,0.0,0.0,271.42857142857144,2.085714285714286,78.0142857142857,0.0,0.0,0.0,0.0,4005.4285714285716,4276.857142857143,21934.285714285714,0.0,0.0,2,3,0,50
346,475680,48,9910.0,0,49164.87777777778,54860.966666666674,12,700.0,13358.783333333333,40812.49166666667,0.0,0.0,30,0.0,0.0,0.0,8561.0,9910.0,1.0,33,0,36,159617,29,19,8,1,9,85.2,9198,4.28,131,6132,0.0,0.0,0.0,0.0,135.46666666666667,0.0,0.0,0.0,0.0,0.0,0.0,37772.433333333334,0.0,0.0,2,3,1,25
347,44304,24,1846.0,0,47179.325,46595.719999999994,63,300.0,4556.826984126984,42830.99523809524,0.0,0.0,30,0.0,4122.0,0.0,152.0,1846.0,0.0,33,1,38,85852,41,23,4,2,4,59.8,8965,8.23,104,2822,0.0,0.0,35.07692307692308,2.8076923076923075,55.50384615384615,0.0,951.2307692307693,0.0,0.0,12055.669230769232,8447.619230769229,13679.130769230771,0.0,11104.438461538462,2,3,0,25
348,72504,24,3021.0,0,38596.25625,41242.846666666665,99,600.0,7489.0,45374.64242424242,0.0,0.0,30,0.0,1197.5,659.0,592.0,3021.0,0.0,49,0,24,122603,25,21,6,2,8,80.0,8991,2.01,128,5273,107.83636363636364,0.0,96.87272727272727,2.389090909090909,27.047272727272727,0.0,391.90909090909093,7495.254545454545,0.0,5176.563636363637,7261.272727272727,8451.649090909092,0.0,11942.127272727274,2,3,0,45
349,59136,48,1232.0,0,22573.955555555556,20823.77,44,6620.0,2346.759090909091,23023.659090909092,0.0,0.0,30,0.0,0.0,0.0,0.0,1232.0,0.0,20,0,26,170449,0,0,0,1,1,100.0,10787,3.09,131,6261,0.0,0.0,0.0,4.866666666666666,64.0,0.0,0.0,0.0,0.0,0.0,8299.908333333333,15226.758333333333,0.0,0.0,2,3,0,20
350,71976,24,2999.0,1,41749.5375,31964.16875,133,-8245.1,10085.172932330826,39870.41127819549,6.0,17.0,1,0.0,0.0,0.0,0.0,2999.3,0.0,34,1,43,161854,73,21,6,1,6,76.3,9425,2.5,125,3891,0.0,1.1793650793650796,2595.2380952380954,22.22222222222222,75.63015873015873,0.0,0.0,0.0,-50.674603174603185,6623.519047619048,6481.8015873015875,17047.42698412698,0.0,0.0,2,4,0,25
351,35904,48,748.0,0,21886.451515151515,21471.8,59,900.0,1997.5101694915256,22981.05593220339,0.0,0.0,30,0.0,1088.0,406.0,903.0,748.0,0.0,53,1,68,228848,15,40,18,2,6,57.2,9893,4.72,96,5887,54.13333333333333,0.0,150.5,1.9466666666666665,25.923333333333332,0.0,291.93333333333334,2794.9766666666665,0.0,4156.093333333333,3223.243333333333,6441.246666666667,0.0,6787.669999999999,2,3,0,50
352,88704,48,1848.0,0,16862.47608695652,15759.835294117647,131,800.0,2751.4259541984734,18675.06030534351,0.0,0.0,30,0.0,0.0,0.0,4410.0,1848.0,0.0,39,0,23,87419,21,11,4,3,9,85.5,8624,2.66,102,3198,0.0,0.0,1368.6206896551723,4.531034482758621,30.17241379310345,0.0,0.0,0.0,0.0,5669.222413793103,5242.5293103448275,6960.868965517242,0.0,0.0,2,4,0,35
353,119136,48,2482.0,0,42122.52692307692,40113.975,119,1100.0,6722.079831932773,42572.41008403361,0.0,0.0,30,0.0,0.0,0.0,0.0,2482.0,0.0,36,0,37,114006,71,26,6,2,9,62.3,9065,5.39,123,4166,0.0,0.0,0.0,6.935,87.8025,0.0,0.0,0.0,0.0,0.0,18768.485,21565.7425,0.0,0.0,2,4,0,35
354,150180,60,2503.0,0,63156.0,74889.62,16,200.0,14390.5125,50892.0,0.0,0.0,7,0.0,610.0,0.0,8309.0,2502.8,0.0,62,1,60,110643,49,41,4,1,4,51.9,8441,4.48,115,2252,0.0,0.0,2077.25,0.0,147.55,0.0,0.0,0.0,0.0,19807.525,0.0,43307.25,0.0,0.0,2,3,0,50
355,90180,36,2505.0,0,39221.23333333333,41597.799999999996,13,200.0,8520.461538461539,31516.346153846152,0.0,0.0,30,0.0,0.0,0.0,4331.0,2504.8,0.0,39,1,28,72541,66,26,10,0,8,36.9,8594,2.01,112,1525,0.0,0.0,0.0,0.0,108.75,0.0,0.0,0.0,0.0,0.0,0.0,31556.875,0.0,0.0,2,3,0,35
356,67464,12,5622.0,0,40017.623999999996,42282.81,57,600.0,14432.868421052632,46016.19824561403,0.0,0.0,30,0.0,0.0,0.0,0.0,5622.5,0.0,64,1,34,125236,28,11,1,4,5,87.7,9675,7.68,100,5190,0.0,0.0,0.0,5.677777777777778,102.12777777777778,0.0,0.0,0.0,0.0,0.0,13669.622222222222,23983.17222222222,0.0,0.0,2,3,0,50
357,67464,12,5622.0,0,44450.42916666667,44938.57777777777,57,600.0,14344.908771929826,48557.38070175439,0.0,0.0,30,0.0,0.0,0.0,0.0,5622.5,0.0,64,1,34,125236,28,11,1,4,5,87.7,9675,7.68,100,5190,0.0,0.0,0.0,5.677777777777778,106.92222222222222,0.0,0.0,0.0,0.0,0.0,14580.433333333332,24893.983333333334,0.0,0.0,2,3,0,50
358,341280,60,5688.0,0,48269.25161290323,41488.32307692307,77,700.0,13641.946753246752,49678.36623376624,0.0,0.0,30,0.0,0.0,0.0,0.0,5688.0,1.0,50,1,9,81344,61,23,4,2,6,55.3,8899,3.97,149,2487,0.0,0.0,0.0,5.972727272727273,110.11363636363636,0.0,0.0,0.0,0.0,0.0,14801.413636363635,23338.004545454543,0.0,0.0,2,3,2,45
359,83280,48,1735.0,0,35740.9,32301.125,139,700.0,4958.801438848921,39962.466187050355,0.0,0.0,30,0.0,0.0,0.0,0.0,1735.0,1.0,58,0,37,114006,71,26,6,2,9,62.3,9065,5.39,123,4166,0.0,0.0,0.0,4.171428571428572,95.62142857142858,0.0,0.0,0.0,0.0,0.0,10698.824999999999,26211.410714285714,0.0,0.0,2,4,1,50
360,97176,24,4049.0,0,76433.3090909091,78934.95,16,400.0,25922.21875,66376.85,0.0,0.0,30,0.0,0.0,0.0,0.0,4049.0,1.0,44,0,8,112065,95,19,7,1,8,69.4,11277,1.44,127,4987,0.0,0.0,0.0,0.0,181.125,0.0,0.0,0.0,0.0,0.0,0.0,52374.95,0.0,0.0,2,3,2,35
361,162624,48,3388.0,0,35252.46666666667,34035.208333333336,134,16399.9,6360.308955223881,37092.94552238806,0.0,0.0,30,0.0,4515.0,0.0,5016.0,3388.0,0.0,42,0,70,285387,0,2,8,5,7,89.9,10177,7.75,81,10108,0.0,0.0,1234.7076923076922,3.3692307692307693,47.636923076923075,0.0,1041.923076923077,0.0,0.0,10515.484615384616,8460.76923076923,11270.24923076923,0.0,6025.0,2,4,0,35
362,22932,36,637.0,0,45729.18,42202.0,41,300.0,4503.651219512195,42536.88536585366,0.0,0.0,30,0.0,641.0,0.0,3118.0,637.0,0.0,46,0,52,139012,59,41,8,3,10,61.9,8363,3.49,108,2799,0.0,0.0,692.8888888888889,2.433333333333333,62.16111111111112,0.0,142.44444444444446,0.0,0.0,10766.388888888889,7864.644444444445,15487.033333333333,0.0,11459.277777777777,2,3,0,45
363,17184,12,1432.0,0,27142.53809523809,28850.573913043478,70,400.0,3752.75,29906.531428571427,0.0,0.0,30,0.0,49.0,423.0,3520.0,1432.0,0.0,55,0,1,1204953,0,0,0,1,1,100.0,12541,0.43,167,99107,74.6470588235294,0.0,621.1764705882352,2.576470588235294,38.73235294117647,0.0,8.647058823529411,4158.823529411765,0.0,4375.823529411765,6267.411764705882,10076.65,0.0,5023.470588235294,2,3,0,50
364,66696,24,2779.0,1,49899.9,23164.033333333336,43,1100.0,12559.06046511628,51945.21627906976,0.0,0.0,30,0.0,0.0,0.0,0.0,2778.7,0.0,33,0,3,75232,55,26,4,1,5,41.7,8980,2.21,111,2813,0.0,0.0,2923.076923076923,3.369230769230769,83.83076923076922,0.0,0.0,0.0,0.0,6941.069230769231,9992.06923076923,22699.430769230767,0.0,0.0,2,3,0,25
365,76080,12,6340.0,0,50999.825,56033.145454545454,81,300.0,11450.617283950618,50621.10493827161,0.0,0.0,30,0.0,6036.0,0.0,3300.0,6340.3,0.0,20,0,5,95616,65,30,4,1,6,51.4,9307,4.43,118,3040,0.0,0.0,776.4705882352941,3.0058823529411764,60.75882352941177,0.0,1420.235294117647,0.0,0.0,12603.617647058823,8397.994117647058,14023.25294117647,0.0,13688.911764705883,2,3,3,20
366,84288,48,1756.0,0,35205.944444444445,40899.93333333333,12,1000.0,6498.458333333333,29824.125,0.0,0.0,30,0.0,2808.0,0.0,1494.0,1756.0,0.0,22,0,57,161954,21,37,20,3,8,48.0,8720,4.5,116,3651,0.0,0.0,0.0,0.0,92.83333333333333,0.0,0.0,0.0,0.0,0.0,0.0,29298.166666666668,0.0,0.0,2,3,0,20
367,67980,12,5665.0,0,38336.90833333333,42417.725,14,400.0,7479.0,34806.92142857143,0.0,0.0,30,0.0,0.0,0.0,0.0,5665.0,0.0,53,0,66,125832,151,41,2,3,5,48.3,8512,4.12,102,2103,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,33954.333333333336,0.0,0.0,2,3,0,50
368,94488,24,3937.0,0,57775.070967741936,69986.12857142856,66,800.0,11653.442424242423,60311.76666666667,0.0,0.0,30,0.0,7383.0,0.0,1477.0,3937.3,0.0,41,1,1,1204953,0,0,0,1,1,100.0,12541,0.43,167,99107,0.0,0.0,340.84615384615387,3.369230769230769,63.48461538461538,0.0,1703.7692307692307,0.0,0.0,15389.473076923077,13170.934615384615,17342.603846153845,0.0,12565.665384615384,2,3,0,35
369,91632,12,7636.0,0,14084.831034482759,15655.133333333333,70,300.0,3045.662857142857,17625.444285714286,0.0,3.0,30,0.0,1281.0,0.0,1609.0,7636.0,0.0,56,1,17,74062,99,15,4,2,7,61.4,8114,2.62,119,1181,0.0,0.0,341.3030303030303,3.096969696969697,24.521212121212123,0.0,310.54545454545456,0.0,0.0,3032.548484848485,3982.336363636364,6642.581818181819,0.0,4461.400000000001,2,3,0,50
370,90156,12,7513.0,0,77265.94583333333,83798.83333333333,65,700.0,18359.004615384616,77525.11692307692,0.0,0.0,30,0.0,0.0,0.0,0.0,7512.7,2.0,53,0,69,42821,4,13,5,1,3,48.4,8173,7.01,124,1358,0.0,0.0,0.0,5.84,198.175,0.0,0.0,0.0,0.0,0.0,33465.195,50183.75,0.0,0.0,2,3,1,50
371,84600,36,2350.0,1,43288.791666666664,41270.74285714286,32,900.0,10482.165625,41766.69375,0.0,0.0,30,0.0,0.0,0.0,0.0,2349.5,0.0,61,1,54,387570,0,0,0,1,1,100.0,9897,1.96,140,18696,0.0,0.0,0.0,5.475,88.0625,0.0,0.0,0.0,0.0,0.0,13075.2375,25534.0875,0.0,0.0,2,3,0,50
372,74040,12,6170.0,0,45988.656818181815,43785.05263157895,190,600.0,5633.203684210526,44234.82947368421,0.0,0.0,30,0.0,1902.5,77.0,4601.0,6170.0,0.0,43,0,73,182027,17,49,12,2,7,56.4,8746,3.74,90,4433,12.349056603773585,0.0,737.8962264150944,2.341509433962264,35.089622641509436,0.0,610.2358490566038,7884.772641509434,0.0,8199.536792452831,5745.08679245283,7616.711320754717,0.0,16013.224528301887,2,4,0,35
373,102240,60,1704.0,0,31106.91612903226,33701.84166666667,126,900.0,3746.1555555555556,29946.995238095238,0.0,0.0,30,0.0,0.0,0.0,6358.0,1704.0,1.0,54,0,58,109164,98,16,6,1,4,63.6,8757,3.95,96,2471,0.0,0.0,1870.0,4.580392156862745,49.509803921568626,0.0,0.0,0.0,0.0,6929.63137254902,10600.972549019607,12802.574509803922,0.0,0.0,2,4,1,50
374,148140,36,4115.0,0,38025.43928571429,40625.308333333334,118,1000.0,8874.036440677966,40688.34830508474,0.0,0.0,7,0.0,0.0,0.0,0.0,4114.7,0.0,37,0,13,53921,61,22,1,1,2,41.3,8598,3.26,123,1875,0.0,0.0,0.0,13.333333333333334,88.53611111111111,0.0,0.0,0.0,0.0,0.0,16397.566666666666,20528.847222222223,0.0,0.0,2,4,0,35
375,18720,60,312.0,0,42751.737499999996,41940.5,42,300.0,4589.166666666667,40748.34523809524,0.0,0.0,30,0.0,0.0,0.0,0.0,312.0,1.0,39,1,25,88757,60,33,3,2,10,61.7,8554,2.68,113,2218,0.0,0.0,0.0,4.866666666666666,98.63333333333333,0.0,0.0,0.0,0.0,0.0,13599.033333333333,24298.399999999998,0.0,0.0,2,3,2,35
376,27456,12,2288.0,0,49940.78863636364,53909.775,75,800.0,11800.306666666667,48780.096000000005,0.0,0.0,7,0.0,36.0,97.0,4564.0,2288.3,0.0,32,1,71,161227,5,35,11,4,10,69.7,8678,5.57,102,4595,16.724137931034484,0.0,786.8965517241379,6.206896551724138,53.241379310344826,0.0,6.206896551724138,5102.693103448276,0.0,5202.175862068966,12172.965517241379,15247.124137931034,0.0,6654.003448275862,2,3,0,25
377,164256,48,3422.0,0,34078.22068965517,40585.60909090909,98,600.0,8080.237755102041,42341.63775510204,0.0,3.0,30,0.0,0.0,0.0,0.0,3421.5,0.0,27,1,11,75637,35,36,9,0,7,36.5,9622,0.59,154,3529,0.0,0.0,0.0,3.7435897435897436,94.87948717948719,0.0,0.0,0.0,0.0,0.0,9785.464102564101,27259.39230769231,0.0,0.0,2,3,0,25
378,293880,60,4898.0,1,6300.347058823529,3282.62,90,-2804.8,11288.745555555555,53227.14444444444,6.0,12.0,7,0.0,0.0,0.0,0.0,4898.2,2.0,24,0,64,197099,29,41,10,2,10,74.7,9624,2.31,145,4265,0.0,0.7307692307692307,0.0,12.692307692307692,118.1576923076923,0.0,0.0,0.0,-107.87692307692308,0.0,23064.957692307693,29364.815384615387,0.0,0.0,2,4,1,20
379,98304,12,8192.0,0,70869.53928571429,65036.549999999996,113,300.0,16857.623008849558,66405.07079646018,0.0,0.0,30,0.0,0.0,0.0,0.0,8191.5,1.0,29,1,16,93931,74,21,10,1,8,56.9,8427,1.54,107,1913,0.0,0.0,0.0,6.326666666666666,170.72,0.0,0.0,0.0,0.0,0.0,28856.42,39245.13333333333,0.0,0.0,2,4,1,25
380,399120,60,6652.0,0,32364.38620689655,40116.55,60,300.0,8508.545,42435.31166666667,0.0,0.0,30,0.0,0.0,0.0,0.0,6652.5,0.0,57,0,75,138032,67,30,4,2,5,64.6,8819,5.66,99,4505,0.0,0.0,0.0,5.152941176470588,115.53529411764706,0.0,0.0,0.0,0.0,0.0,12763.994117647058,29852.223529411764,0.0,0.0,2,3,0,50
381,196800,24,8200.0,1,62611.82307692307,59244.549999999996,23,300.0,26260.66956521739,58669.50434782608,0.0,0.0,30,0.0,0.0,0.0,0.0,8200.2,0.0,39,0,8,112065,95,19,7,1,8,69.4,11277,1.44,127,4987,0.0,0.0,0.0,2.433333333333333,162.29999999999998,0.0,0.0,0.0,0.0,0.0,6194.183333333333,40266.21666666667,0.0,0.0,2,3,0,35
382,99936,24,4164.0,0,60099.41333333333,70203.39705882352,152,400.0,7603.79802631579,55851.80263157895,0.0,0.0,30,0.0,3983.0,0.0,2758.0,4164.0,1.0,33,0,1,1204953,0,0,0,1,1,100.0,12541,0.43,167,99107,0.0,0.0,495.02564102564105,2.6205128205128205,83.37051282051281,0.0,765.9615384615385,0.0,0.0,11696.278205128205,9629.060256410256,23893.947435897433,0.0,9741.38076923077,2,4,2,25
383,124344,36,3454.0,0,29985.180769230767,30083.38,148,321.0,6250.356756756757,25654.37837837838,0.0,13.0,30,0.0,794.0,6965.0,2557.0,3454.0,0.0,20,0,43,161854,73,21,6,1,6,76.3,9425,2.5,125,3891,1345.5113636363637,0.0,493.96590909090907,2.8204545454545453,24.13181818181818,0.0,153.38636363636363,3029.3420454545458,0.0,4361.217045454545,4427.376136363636,6034.075,0.0,3661.910227272727,2,4,0,20
384,39024,12,3252.0,0,46391.0875,43863.37619047619,136,300.0,10322.529411764706,60289.9544117647,0.0,0.0,30,0.0,6411.0,0.0,6828.0,3252.2,1.0,63,1,64,197099,29,41,10,2,10,74.7,9624,2.31,145,4265,0.0,0.0,1651.9354838709678,3.532258064516129,63.11290322580645,0.0,1551.0483870967741,0.0,0.0,13427.787096774195,14204.45,16136.41935483871,0.0,14325.367741935484,2,4,2,50
385,307200,60,5120.0,1,24784.433333333334,36739.9375,68,200.0,12548.313235294117,44484.075000000004,0.0,6.0,30,0.0,0.0,0.0,0.0,5120.2,0.0,37,1,53,107911,88,33,6,2,7,50.9,8240,3.56,99,1903,0.0,0.0,0.0,5.84,95.325,0.0,0.0,0.0,0.0,0.0,13643.865,22900.1,0.0,0.0,2,3,0,35
386,50112,24,2088.0,0,57216.125,73287.51666666668,16,900.0,10238.55625,46214.125,0.0,0.0,30,0.0,145.0,645.0,4228.0,2088.0,0.0,51,1,47,162580,83,26,5,1,6,72.8,9538,1.81,111,5410,0.0,0.0,0.0,0.0,91.12857142857142,0.0,0.0,0.0,0.0,0.0,0.0,44085.55714285715,0.0,0.0,2,2,0,50
387,239160,60,3986.0,0,32386.694117647054,33214.72666666666,106,500.0,6547.782075471699,37233.14339622642,0.0,0.0,30,0.0,2156.5,986.0,456.0,3985.7,0.0,52,1,27,67298,71,19,10,0,7,43.8,8561,1.29,110,1127,159.03225806451613,0.0,66.19354838709677,2.3548387096774195,31.09516129032258,0.0,694.7903225806451,8183.861290322581,0.0,3935.691935483871,4937.172580645161,7342.209677419355,0.0,11727.682258064517,2,3,0,50
388,66840,24,2785.0,0,43576.340000000004,42770.31111111111,94,700.0,12542.66489361702,38819.32021276596,0.0,0.0,1,0.0,0.0,0.0,13691.0,2785.0,0.0,60,0,15,58796,22,16,7,1,5,51.9,9045,3.6,124,1879,0.0,0.0,4070.2972972972975,29.72972972972973,59.17567567567568,0.0,0.0,0.0,0.0,12573.348648648649,7604.997297297298,12726.321621621622,0.0,0.0,2,3,0,50
389,335280,48,6985.0,0,34484.348,32594.722222222223,97,500.0,13584.956701030927,43629.436082474225,0.0,0.0,7,0.0,226.0,0.0,2882.0,6985.3,0.0,47,0,57,161954,21,37,20,3,8,48.0,8720,4.5,116,3651,0.0,0.0,626.5217391304348,7.173913043478261,58.77826086956522,0.0,49.130434782608695,0.0,0.0,5811.041304347827,8012.365217391304,12330.652173913044,0.0,6881.432608695653,2,3,0,45
390,53232,48,1109.0,0,29888.445945945947,34978.663636363635,150,1100.0,2734.4739999999997,30896.00266666667,0.0,0.0,30,0.0,446.0,0.0,3095.0,1109.0,0.0,35,1,72,226122,32,50,7,4,4,62.6,8994,4.79,110,9208,0.0,0.0,741.056338028169,3.4957746478873237,37.87887323943662,0.0,100.50704225352112,0.0,0.0,8193.970422535212,7434.156338028169,8954.694366197184,0.0,6625.0225352112675,2,4,0,35
